TIPO_NOM,CLV_DIP,NOM_DIP,PERC_DED,GRAV_NG,GRAV_LOC,GRAV_EST,TOPE_NG,INCIDENCIA,CLV_SALDO,SEC_CALC,TOPE_CLV,TOPE_CANT,TOPE_TIPO,VAL_PAR1_TIPO,VAL_PAR1_DESDE,VAL_PAR1_HASTA,VAL_PAR1_DEC,VAL_PAR1_DEF,VAL_PAR2_TIPO,VAL_PAR2_DESDE,VAL_PAR2_HASTA,VAL_PAR2_DEC,VAL_PAR2_DEF,VAL_PAR3_TIPO,VAL_PAR3_DESDE,VAL_PAR3_HASTA,REDONDEO_IMP,REDONDEO_DATO,FORMULA,FORMULA_PRES,FORMULA_FINI,FORMULA_AVANZADA,IMPRIMIR,APLICA_PENSION,BANDERA_FORMULA,BANDERA_NIVEL,DESC_RECIBOS,DIP_SALDOS,SUMA_RESTA_SALDOS,TRANSACCIONES
@,@IVO,CUOTA OBRERA INVALIDEZ Y VIDA,X,NI,0,0,0,0,0,654,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,"DECLARE FUNCTION GET_SALHIS, GET_KARDEXûûIF PARM2 NE """" AND PARM2 NE 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûûFINIPER_EXT =  FECHA(FINIPER,2,""AAAAMMDD"")ûCALL TABLAS_IMSS(CLV_DIP, ZONA_ECO, FINIPER_EXT, PORCENTAJE, IMP_TOPE, IMP_TOPE_EXE, FALTAS,INCAPACIDADES, STATUS)ûDIAS= DIAS_PER+DIPM(""DADI"",""DA"")ûûNUM_FALTAS= 0ûFALTAS_MES= 0ûLOCATE ""####"" IN FALTAS USING @VM SETTING POS.RESTA ELSE POS.RESTA-=1ûFOR II= 1 TO POS.RESTAû NUM_FALTAS+= DIPC(FALTAS<1,II>,""TP1"")û FALTAS_MES+= DIPA(FALTAS<1,II>,""DA"",EJ_FISCAL%:MES_BASE,EJ_FISCAL%:MES_BASE)ûNEXT IIûûFECHADEALTA = REG_EMP<AN_EMP.F_INGRESO%>ûIF GET_SALHIS(NUM_EMP,FINIPER,""SDI"") <> GET_SALHIS(NUM_EMP,FTERPER,""SDI"") AND FINIPER_EXT<=FECHADEALTA THENû ARRAY_INCA= GET_KARDEX(NUM_EMP,FINIPER,FTERPER,""IN"")û ARRAY_FALT= GET_KARDEX(NUM_EMP,FINIPER,FTERPER,""FA"")û FOR FECHA_INT= FINIPER TO FTERPERû  FLAG= 1û  LOCATE FECHA_INT IN ARRAY_INCA<3> USING @VM SETTING POS1 THEN FLAG= 0û  IF FALTAS_MES < 7 THENû   LOCATE FECHA_INT IN ARRAY_FALT<3> USING @VM SETTING POS1 THEN FLAG= 0; FALTAS_MES+= 1û  ENDû  IF FLAG THENû   SDI= GET_SALHIS(NUM_EMP,FECHA_INT,""SDI"")û   IF SDI > IMP_TOPE THEN SDI= IMP_TOPEû   BASE= SDI - IMP_TOPE_EXEû   IF BASE < 0 THEN BASE= 0û   IMPORTE+= BASE * PORCENTAJEû   DATO+= 1û  ENDû NEXT FECHA_INTûEND ELSEû DIAS.IMSS= DIPC(""@IMS"",""TP1"")ûû IF DIAS.IMSS > 0 THEN DIAS= DIAS.IMSSûû LOCATE ""####"" IN INCAPACIDADES USING @VM SETTING POS.RESTA ELSE POS.RESTA-=1û FOR II= 1 TO POS.RESTAû  RESTA= DIPC(INCAPACIDADES<1,II>,""TP1"")û  DIAS= DIAS - RESTAû NEXT IIû û IF FALTAS_MES >= 7 THENû  NUM_FALTAS= 0û END ELSEû  IF FALTAS_MES + NUM_FALTAS > 7 THENû   NUM_FALTAS= 7 - FALTAS_MESû  ENDû ENDû DIAS-= NUM_FALTASû                IF DIAS<0 THEN DIAS=0û IF SIN@ > IMP_TOPE THEN  SDI= IMP_TOPE ELSE SDI = SIN@ûû BASE= (SDI - IMP_TOPE_EXE)û IF BASE < 0 THEN BASE= 0ûû IMPORTE= BASE * PORCENTAJE * DIASû DATO= DIASûENDû",,,1,1,0,1,,,,,
@,PRPA,PROVISION DE PRIMA DE ANTIGUEDAD,E,NI,0,0,0,0,0,304,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,"COMMON /CALCULO_VARIO/ REG.VAC, REG.GRA, ANTIG_EMP   ûANOS        = INT(ANTIG_EMP + 0.99) ûDIAS.DER = 12û    SALARIO = SDI@û    IF SALARIO > (2 * SMI@) THEN SALARIO = 2 * SMI@û    IMPORTE       = SALARIO * DIAS.DER / 365 * DIAS_PERû    DATO             = DIAS.DER / 365 * DIAS_PER û",,,1,0,0,1,,,,,
@,@GPO,CUOTA OBRERA GASTOS MEDICOS PENSIONADOS,X,NI,0,0,0,0,0,653,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,"DECLARE FUNCTION GET_SALHIS, GET_KARDEXûûIF PARM2 NE """" AND PARM2 NE 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûûFINIPER_EXT =  FECHA(FINIPER,2,""AAAAMMDD"")ûCALL TABLAS_IMSS(CLV_DIP, ZONA_ECO, FINIPER_EXT, PORCENTAJE, IMP_TOPE, IMP_TOPE_EXE, FALTAS,INCAPACIDADES, STATUS)ûDIAS= DIAS_PER+DIPM(""DADI"",""DA"")ûûNUM_FALTAS= 0ûFALTAS_MES= 0ûLOCATE ""####"" IN FALTAS USING @VM SETTING POS.RESTA ELSE POS.RESTA-=1ûFOR II= 1 TO POS.RESTAû NUM_FALTAS+= DIPC(FALTAS<1,II>,""TP1"")û FALTAS_MES+= DIPA(FALTAS<1,II>,""DA"",EJ_FISCAL%:MES_BASE,EJ_FISCAL%:MES_BASE)ûNEXT IIûFECHADEALTA = REG_EMP<AN_EMP.F_INGRESO%>ûIF GET_SALHIS(NUM_EMP,FINIPER,""SDI"") <> GET_SALHIS(NUM_EMP,FTERPER,""SDI"") AND FINIPER_EXT<=FECHADEALTA THENû ARRAY_INCA= GET_KARDEX(NUM_EMP,FINIPER,FTERPER,""IN"")û ARRAY_FALT= GET_KARDEX(NUM_EMP,FINIPER,FTERPER,""FA"")û FOR FECHA_INT= FINIPER TO FTERPERû  FLAG= 1û  LOCATE FECHA_INT IN ARRAY_INCA<3> USING @VM SETTING POS1 THEN FLAG= 0û  IF FALTAS_MES < 7 THENû   LOCATE FECHA_INT IN ARRAY_FALT<3> USING @VM SETTING POS1 THEN FLAG= 0; FALTAS_MES+= 1û  ENDû  IF FLAG THENû   SDI= GET_SALHIS(NUM_EMP,FECHA_INT,""SDI"")û   IF SDI > IMP_TOPE THEN SDI= IMP_TOPEû   BASE= SDI - IMP_TOPE_EXEû   IF BASE < 0 THEN BASE= 0û   IMPORTE+= BASE * PORCENTAJEû   DATO+= 1û  ENDû NEXT FECHA_INTûEND ELSEûû DIAS.IMSS= DIPC(""@IMS"",""TP1"")ûû IF DIAS.IMSS > 0 THEN DIAS= DIAS.IMSSûû LOCATE ""####"" IN INCAPACIDADES USING @VM SETTING POS.RESTA ELSE POS.RESTA-=1û FOR II= 1 TO POS.RESTAû  RESTA= DIPC(INCAPACIDADES<1,II>,""TP1"")û  DIAS= DIAS - RESTAû NEXT IIû û IF FALTAS_MES >= 7 THENû  NUM_FALTAS= 0û END ELSEû  IF FALTAS_MES + NUM_FALTAS > 7 THENû   NUM_FALTAS= 7 - FALTAS_MESû  ENDû ENDû DIAS-= NUM_FALTASû                IF DIAS<0 THEN DIAS=0û IF SIN@ > IMP_TOPE THEN  SDI= IMP_TOPE ELSE SDI = SIN@ûû BASE= (SDI - IMP_TOPE_EXE)û IF BASE < 0 THEN BASE= 0ûû IMPORTE= BASE * PORCENTAJE * DIASû DATO= DIASûENDû",,,1,0,0,1,,,,,
@,INCR,INCAPACIDAD ACCIDENTE TRABAJO,D,GN,1,0,0,1,0,622,N,,,R,0,0,1,0,O,0,0,1,0,O,,,0,0,"IF PARM2 NE """" AND PARM2 NE 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûû$INSERT AN_TIPOSûû*obtiene ausentismoûDIAS_AUSE= 0ûFINIPER_EXT=  FECHA(FINIPER,2,""AAAAMMDD"")ûCALL TABLAS_IMSS(""@IMS"", ZONA_ECO, FINIPER_EXT, PORCENTAJE, IMP_TOPE, IMP_TOPE_EXE, FALTAS,INCAPACIDADES, STATUS)ûFOR CONT1= 1 TO COUNT(FALTAS, @VM) + 1û DIAS_AUSE+= DIPM(FALTAS<1,CONT1>, ""DA"")ûNEXT CONT1ûFOR CONT1= 1 TO COUNT(INCAPACIDADES, @VM) + 1û DIAS_AUSE+= DIPM(INCAPACIDADES<1,CONT1>, ""DA"")ûNEXT CONT1ûûIF REG_TIPO<AN_TIPOS.PERIODICIDAD%> = ""S"" THENû DIAS_JOR= DIAS_PERû û DIAS_DISP= DIAS_JOR - DIAS_AUSEû IF DIAS_DISP <= 0 THEN DIAS_DISP= 0û IF PARM1 > DIAS_DISP THEN DIAS_DESC= DIAS_DISP ELSE DIAS_DESC= PARM1û û FACTOR= 7/6ûEND ELSEû DIAS_PAGA= DIPM(""PNOR"",""DA"") + DIPM(""@VAC"",""DA"")û DIAS_DISP= DIAS_PAGA - DIAS_AUSEû û IF DIAS_DISP <= 0 THEN DIAS_DISP= 0û IF PARM1 > DIAS_DISP THEN DIAS_DESC= DIAS_DISP ELSE DIAS_DESC= PARM1ûû FACTOR= 1ûENDûûIMPORTE= SDI@*DIAS_DESC*FACTORûDATO= DIAS_DESC",,,1,1,0,1,,,,,
@,DFES,FESTIVO TRABAJADO,P,EN,1,1,5,1,0,45,N,,,R,0,0,1,0,O,0,0,1,0,O,,,0,0,IF PARM2+0 <> 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûûIMPORTE = PARM1 * SDI@ * 2ûDATO= PARM1,,,1,1,0,1,,,,,
@,@TPG,TOTAL DE PERCEPCION GRAVADA NORMAL,X,NI,0,0,0,0,0,992,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,,Importe =  @SDI * @DA1,,0,0,0,0,,,,,
@,@VAC,VACACIONES  DISFRUTADAS,P,GN,1,1,0,1,0,8,N,,,R,0,0,1,0,O,0,0,1,0,R,,,0,0,"ûIF TIPO_NOM=""AG"" THEN RETURNûIF TIPO_NOM=""VQ"" THEN RETURNûûIF TIPO_NOM = ""RU""  OR TIPO_NOM = ""NE"" THENûIMPORTE = 0ûDATO = 0ûRETURNûENDûûIF PARM2+0 <> 0 and PARM1<17 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûûIMPORTE= (PARM1 * SDI@)+PARM2ûDATO= PARM1",,,1,1,0,1,,,,,
@,VALE,VALE DESPENSA,D,NI,0,0,0,1,0,105,N,,,O,0,0,1,0,O,0,0,1,0,O,,,0,0,"$INSERT AN_EMP_FAMILIARESûPORCENT=0ûLLAVE=NUM_EMPûûCALL IO_READ(REG_FAM,""AN_EMP_FAMILIARES"","""",LLAVE,"""",1,SW_RD)ûPORCENT=REG_FAM<AN_EMP_FAMILIARES.POR_PAR_PA%>/10000ûIF TIPO_NOM=""VQ"" THEN RETURNûûDEDU=0ûûIF PORCENT>0 THENûDEDU=DIPM(""VALX"",""IM"")*PORCENTûEND ELSEû*ORCENT=PARM1ûDEDU=DIPM(""VADP"",""IM"")ûENDûIMPORTE= DIPM(""VALX"",""IM"")-(DEDU)ûDATO=  DIPM(""VALX"",""DA"")",,,1,1,0,1,,,,,
@,@IFL,IMPUESTO LISR ART 179 (FINIQUITOS Y LIQ),X,GN,0,0,0,1,0,931,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,,,,0,0,0,0,,,,,
@,SCSR,SALIDA A COMER SIN REGRESO,D,NI,0,0,0,0,0,610,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,,,,0,1,0,0,,,,,
@,FAHN,FONDO DE AHORRO EMP+CIA,X,NI,0,0,0,0,0,702,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,"Importe = DIPM(""FAHC"",""IM"")+DIPM(""FAHC"",""IM"")",,,0,1,0,1,,,,,
@,HENC,HORA EXTRA NOCTURNA,P,EN,1,,5,1,0,25,N,,,R,0,9,1,0,O,0,0,1,0,O,,,0,0,"IF PARM2+0 <> 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûû$INSERT AN_TIPOSûûHRS_DOB= 0ûHRS_EXT= DIPC(""4306"",""TP1"")ûIF HRS_EXT > 0 THENû PERIODICIDAD= REG_TIPO<AN_TIPOS.PERIODICIDAD%>û û BEGIN CASEû  CASE PERIODICIDAD = ""S""; TOPE= 9û  CASE PERIODICIDAD = ""Q""; TOPE= 18û  CASE PERIODICIDAD = ""M""; TOPE= 36û  CASE 1; TOPE= 18û END CASEû û IF HRS_EXT > TOPE THEN HRS_DOB= TOPE ELSE HRS_DOB= HRS_EXTûENDûHRS_DOB+= PARM1ûûIMPORTE= HRS_DOB * SDI@/8 * 2ûDATO= HRS_DOB",,,1,1,0,1,,,,,
@,SUPL,SUPLEMENTO UNICO,P,GN,1,1,0,1,0,270,N,,,R,0,0,1,0,O,0,0,1,0,O,,,0,0,Importe = PARM1ûDato = PARM2,,,0,1,0,1,,,,,
@,BASE,BASE PTU,X,NI,0,0,0,1,0,800,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,,,,0,1,0,0,,,,,
@,DPAL,DEVOLUCIÓN PENSIÓN ALIMNETICIA,P,NI,0,,0,1,0,1,N,,,R,0,0,1,0,O,0,0,0,0,O,,,0,0,IMPORTE=PARM1,,,1,1,0,1,,DPAL,,,
@,CVAL,COMPLEMENTO VALES DE DESPENSA,P,GN,1,1,0,0,0,130,N,,,O,0,0,1,0,O,0,0,1,0,O,,,0,0,,,,0,1,0,0,,,,,
@,TEXN,TIEMPO EXTRA NOCTURNO,P,GN,0,,0,1,0,40,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,"IF PARM1 > 0 THENû   Importe = PARM1ûEND ELSEû CCOSTO = REG_EMP<AN_EMP.CCOSTO%>û  IF TIPO_NOM EQ ""NS"" AND CCOSTO = ""1000000018"" THENû       PNOR = DIPM(""PNOR"",""IM"")û      IMPORTE = PNOR * 0.266667û  ENDûEND ",,,1,1,0,1,,,,,
@,PAL4,PENSION ALIMENTICIA,D,NI,0,0,0,0,0,501,N,,,R,0,0,1,0,O,0,0,0,0,O,,,0,0,"Importe = DIPM(""PNOR"",""IM"")*PARM1/100ûDato = PARM1",,,0,1,0,1,,,,,
@,PAL5,PENSION ALIMENTICIA,D,NI,0,,0,1,0,9999,N,,,R,0,0,1,0,R,0,0,1,0,O,,,0,0,"BASE= SUM(REG_MOVTO<AN_EMP_MOVTOS.IMP_P%>) / 100ûûFONDO=DIPM(""FAHC"",""IM"")+DIPM(""FAOE"",""IM"")+DIPM(""@ISP"",""IM"")+DIPM(""@IMS"",""IM"")+DIPM(""@ILI"",""IM"")+DIPM(""CFAH"",""IM"")+DIPM(""EFAH"",""IM"")+DIPM(""IFAH"",""IM"")ûVALES=DIPM(""VALX"",""IM"")ûûBASE =BASE-FONDO-VALESûûIMPORTE =BASE*PARM1",,,1,1,0,1,,,,,
@,PRIN,PROVISION DE INDEMNIZACION,E,NI,0,0,0,0,0,305,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,"COMMON /CALCULO_VARIO/ REG.VAC, REG.GRA, ANTIG_EMP   ûANOS        = INT(ANTIG_EMP + 0.99) ûDIAS.DER = 20û    SALARIO = REG_EMP<AN_EMP.SAL_INT_FINI%> / 100 û    IMPORTE       = SALARIO * DIAS.DER / 365 * DIAS_PERû    DATO             = DIAS.DER / 365 * DIAS_PER û",,,1,0,0,1,,,,,
@,@GUA,GUARDERIA,E,NI,0,0,0,0,0,659,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,,Importe =  @SFP * @DA1,,0,0,0,0,,,,,
@,PRPV,PROVISION PRIMA VACACIONAL,E,NI,0,0,0,0,0,302,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,"COMMON /CALCULO_VARIO/ REG.VAC, REG.GRA, ANTIG_EMPû$INSERT AN_TAB_VACû$INSERT AN_TIPOSû$INSERT TDIASûû*IF @USERNAME = ""MANAGER_NOM"" THEN DEBUGûûFINIPER_EXT= FECHA(FINIPER,2,""AAAAMMDD"")ûFTERPER_EXT= FECHA(FTERPER,2,""AAAAMMDD"")ûF_INGRESO_EXT= REG_EMP<AN_EMP.F_INGRESO%>ûûFINIMES_EXT= EJ_FISCAL%:FMT(MES_BASE,""R(0)#2""):""01""ûFTERMES_EXT= EJ_FISCAL%:FMT(MES_BASE,""R(0)#2""):TDIAS<MES_BASE>ûûNUM_PER_ACTUAL= REG_TIPO<AN_TIPOS.NUM_PER_ACTUAL%>ûûBEGIN CASEû *aniversario en la quincena actualû CASE ANIVERSARIO(FINIPER_EXT,FTERPER_EXT,F_INGRESO_EXT)û  FLAG_CALCULO= 1; FLAG_AJUSTE= 0û û *aniversario en el mes actual y es la segunda quicenaû CASE ANIVERSARIO(FINIMES_EXT,FTERMES_EXT,F_INGRESO_EXT) AND MOD(NUM_PER_ACTUAL,2) = 0û  FLAG_CALCULO= 0; FLAG_AJUSTE= 0û  û CASE 1û  FLAG_CALCULO= 1; FLAG_AJUSTE= 1ûEND CASEûû*calculaûIF FLAG_CALCULO = 0 THEN RETURNûûANOS= INT(ANTIG_EMP + 0.99)ûLOCATE ANOS IN REG.VAC<AN_TAB_VAC.ANOS%> BY ""AR"" USING @VM SETTING PP ELSE PP-=1ûIF PP = 0 THEN PP= 1ûDIAS_PVA= REG.VAC<AN_TAB_VAC.DIAS_SOBRE%,PP>ûPORC_PVA= REG.VAC<AN_TAB_VAC.PRIMA%,PP> / 100ûSALARIO = SDI@ûûFACTOR_DIARIO= DIAS_PVA / 365 * PORC_PVAûDIASI=DIAS_PERûIMPORTE= SALARIO * FACTOR_DIARIO * DIAS_PERûDATO= FACTOR_DIARIO * DIAS_PERû*IF @USERNAME = ""MANAGER_NOM"" THEN DEBUGûû*ajustaûIF FLAG_AJUSTE = 0 THEN RETURNûûFLAG_2018= 0ûF_ANIV_EXT= EJ_FISCAL%:F_INGRESO_EXT[5,4]ûûPER_DESDE= F_ANIV_EXT[1,6]ûûIF F_ANIV_EXT > FTERPER_EXT THENû F_ANIV_EXT= EJ_FISCAL%-1:F_INGRESO_EXT[5,4]û û IF EJ_FISCAL% = 2018 THENû  F_ANIV_EXT= EJ_FISCAL%:""0101""û  PER_DESDE= EJ_FISCAL%:""01""û  FLAG_2018= 1û ENDûENDûûIF FLAG_2018 = 0 AND ANOS > 1 THENû IF F_ANIV_EXT[5,2] = 12 THENû  PER_DESDE= F_ANIV_EXT[1,4]+1:""01""û END ELSEû  PER_DESDE= F_ANIV_EXT[1,4]:FMT(F_ANIV_EXT[5,2]+1,""R(0)#2"")û ENDûENDûûF_ANIV_INT= FECHA(F_ANIV_EXT,1,""AAAAMMDD"")ûDIAS_ACUM= FTERPER - F_ANIV_INT + 1ûûIMP_CALCULO= SALARIO * FACTOR_DIARIO * DIAS_ACUMûûIMP_ACUM= DIPA(CLV_DIP, ""IM"", PER_DESDE, EJ_FISCAL%:MES_BASE) + IMPORTEûIMP_AJUSTE= IMP_CALCULO - IMP_ACUMûIMPORTE += IMP_AJUSTE",,,1,0,0,1,,,,,
@,@IPE,IMPUESTO PERC EXTRAORDINARIAS (ART86),X,NI,0,0,0,0,0,901,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,,Importe =  @SDI / 8 * @DA1 * 2,,0,0,0,0,,,,,
@,@CEO,CUOTA OBRERA ENF Y MAT PREST ESPECIE,X,NI,0,0,0,0,0,652,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,"DECLARE FUNCTION GET_SALHIS, GET_KARDEXûûIF PARM2 NE """" AND PARM2 NE 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûûFINIPER_EXT =  FECHA(FINIPER,2,""AAAAMMDD"")ûCALL TABLAS_IMSS(CLV_DIP, ZONA_ECO, FINIPER_EXT, PORCENTAJE, IMP_TOPE, IMP_TOPE_EXE, FALTAS,INCAPACIDADES, STATUS)ûDIAS= DIAS_PER+DIPM(""DADI"",""DA"")ûûNUM_FALTAS= 0ûFALTAS_MES= 0ûLOCATE ""####"" IN FALTAS USING @VM SETTING POS.RESTA ELSE POS.RESTA-=1ûFOR II= 1 TO POS.RESTAû NUM_FALTAS+= DIPC(FALTAS<1,II>,""TP1"")û FALTAS_MES+= DIPA(FALTAS<1,II>,""DA"",EJ_FISCAL%:MES_BASE,EJ_FISCAL%:MES_BASE)ûNEXT IIûûFECHADEALTA = REG_EMP<AN_EMP.F_INGRESO%>ûIF GET_SALHIS(NUM_EMP,FINIPER,""SDI"") <> GET_SALHIS(NUM_EMP,FTERPER,""SDI"") AND FINIPER_EXT<=FECHADEALTA THENû ARRAY_INCA= GET_KARDEX(NUM_EMP,FINIPER,FTERPER,""IN"")û ARRAY_FALT= GET_KARDEX(NUM_EMP,FINIPER,FTERPER,""FA"")û FOR FECHA_INT= FINIPER TO FTERPERû  FLAG= 1û  LOCATE FECHA_INT IN ARRAY_INCA<3> USING @VM SETTING POS1 THEN FLAG= 0û  IF FALTAS_MES < 7 THENû   LOCATE FECHA_INT IN ARRAY_FALT<3> USING @VM SETTING POS1 THEN FLAG= 0; FALTAS_MES+= 1û  ENDû  IF FLAG THENû   SDI= GET_SALHIS(NUM_EMP,FECHA_INT,""SDI"")û   IF SDI > IMP_TOPE THEN SDI= IMP_TOPEû   BASE= SDI - IMP_TOPE_EXEû   IF BASE < 0 THEN BASE= 0û   IMPORTE+= BASE * PORCENTAJEû   DATO+= 1û  ENDû NEXT FECHA_INTûEND ELSEûû DIAS.IMSS= DIPC(""@IMS"",""TP1"")ûû IF DIAS.IMSS > 0 THEN DIAS= DIAS.IMSSûû LOCATE ""####"" IN INCAPACIDADES USING @VM SETTING POS.RESTA ELSE POS.RESTA-=1û FOR II= 1 TO POS.RESTAû  RESTA= DIPC(INCAPACIDADES<1,II>,""TP1"")û  DIAS= DIAS - RESTAû NEXT IIû û IF FALTAS_MES >= 7 THENû  NUM_FALTAS= 0û END ELSEû  IF FALTAS_MES + NUM_FALTAS > 7 THENû   NUM_FALTAS= 7 - FALTAS_MESû  ENDû ENDû DIAS-= NUM_FALTASû                IF DIAS<0 THEN DIAS=0û IF SIN@ > IMP_TOPE THEN  SDI= IMP_TOPE ELSE SDI = SIN@ûû BASE= (SDI - IMP_TOPE_EXE)û IF BASE < 0 THEN BASE= 0ûû IMPORTE= BASE * PORCENTAJE * DIASû DATO= DIASûEND",,,1,0,0,1,,,,,
@,SUBE,SUBSIDIO INCAPACIDAD IMSS,P,EX,1,0,0,1,0,650,N,,,O,0,0,1,0,O,0,0,1,0,O,,,0,0,"DECLARE FUNCTION GET_PERIODOûûIF @USERNAME = ""MANAGER_NOM"" THEN DEBUGûûIF PARM2+0 <> 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûûFECHA= FINIPER;  GOSUB GET_FLAG; FLAG_ACT= FLAGûFECHA= FINIPER-1; GOSUB GET_FLAG; FLAG_ANT= FLAGûû*si hay incapacidad desde el primer día del período y *hay incapacidad el día inmediato anteriorûIF FLAG_ACT AND FLAG_ANT THENû *recorrer desde fecha fin de perido anterior hasta fecha inicio de período anterior o hasta que no haya incapacidadû FECHA= FINIPER; DIAS_INCA= 0û FINIPER_ANT= GET_PERIODO(FINIPER-1, TNOM)<3,1>û Loopû  FECHA-= 1; GOSUB GET_FLAGû WHILE FLAG AND FECHA >= FINIPER_ANTû  DIAS_INCA+= 1û Repeatû û *si los días de incapacidad continuos del periodo anteior < 3 thenû IF DIAS_INCA > 0 AND DIAS_INCA < 3 THENû  *recorrer finiper to fterper o hasta que no haya incapacidadesû  FECHA= FINIPER; DIAS_INCA= 0û  Loopû   GOSUB GET_FLAGû   FECHA+= 1û  WHILE FLAG AND FECHA <= FTERPERû   DIAS_INCA+= 1û  Repeatû  û  *sumar dias.inca.ant a la incapacidad actual y pagar subsidio topado a 3 díasû  IF DIAS_INCA > 3 THEN DIAS_INCA= 3û  û  *si fhasta.inca < fterperû  IF FECHA < FTERPER THENû   *recorrer fhasta.inca to fterper o hasta que no haya incapacidadesû   DIAS_INCA2= 0û   Loopû    GOSUB GET_FLAGû    FECHA+= 1û   WHILE FLAG AND FECHA <= FTERPERû    DIAS_INCA2+= 1û   Repeatû   û   *pagar subsidio topado a 3 díasû   IF DIAS_INCA2 > 3 THEN DIAS_INCA2= 3û   DIAS_INCA+= DIAS_INCA2û  ENDû END ELSEû  DIAS_INCA= 0û ENDûEND ELSEû DIAS_INCA= DIPM(""INCE"",""DA"") + DIPM(""INCS"",""DA"")û IF DIAS_INCA > 3 THEN DIAS_INCA= 3ûENDûûIF PARM1+0 <> 0 THEN DIAS_INCA= PARM1ûûIMPORTE= DIAS_INCA* SDI@ûDATO= DIAS_INCAû ûRETURNûû*********ûGET_FLAG:û*********û IF GET_KARDEX(NUM_EMP,FECHA,FECHA,""IN"")<1,1> = ""EI"" OR GET_KARDEX(NUM_EMP,FECHA,FECHA,""IN"")<1,1> = ""ES"" THEN FLAG= 1 ELSE FLAG= 0ûRETURN",,,1,1,0,1,,,,,
@,PAL1,PENSION ALIMENTICIA,D,NI,0,0,0,0,0,692,N,,,R,0,0,1,0,O,0,0,0,0,O,,,0,0,"IF PARM2+0 <> 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûûIF @USERNAME = ""MANAGER_NOM"" THEN DEBUGûûBASE= SUM(REG_MOVTO<AN_EMP_MOVTOS.IMP_P%>) / 100ûûFINIPER_EXT= FECHA(FINIPER,2,""AAAAMMDD"")ûCALL TABLAS_IMSS(""@IMS"", ZONA_ECO, FINIPER_EXT, PORCENTAJE, IMP_TOPE, IMP_TOPE_EXE, FALTAS,INCAPACIDADES, STATUS)ûFOR CONT1= 1 TO COUNT(FALTAS, @VM) + 1û BASE-= DIPM(FALTAS<1,CONT1>, ""IM"")ûNEXT CONT1ûFOR CONT1= 1 TO COUNT(INCAPACIDADES, @VM) + 1û BASE-= DIPM(INCAPACIDADES<1,CONT1>, ""IM"")ûNEXT CONT1ûûBASE-= DIPM(""@ISP"",""IM"")ûBASE-= DIPM(""@IMS"",""IM"")ûBASE-= DIPM(""DPIS"",""IM"")ûBASE-= DIPM(""DPIE"",""IM"")ûBASE-= DIPM(""DPIF"",""IM"")ûBASE-= DIPM(""FONA"",""IM"")ûBASE-= DIPM(""SDIN"",""IM"")û*BASE-= DIPM(""CFAH"",""IM"")ûBASE-= DIPM(""EFAH"",""IM"")ûBASE-= DIPM(""IFAH"",""IM"")/2ûBASE-= DIPM(""VALX"",""IM"")ûûIMPORTE= BASE * PARM1 / 100ûDATO= PARM1",,,1,1,0,1,,,,,
@,LIQU,INDEMNIZACION 20 DIAS POR ANO,P,FI,0,0,0,1,0,220,N,,,R,0,0,1,0,O,0,0,1,0,O,,,0,0,ûSAL= REG_EMP<AN_EMP.SAL_INT_FINI%>/100ûIF PARM2+0 > 1 THEN SAL=PARM2ûûIMPORTE=SAL*PARM1ûDATO= PARM1,,,1,1,0,1,,,,,
@,VIAG,VIATICOS GRAVABLES,P,GN,0,,0,1,0,1,N,,,R,0,0,1,0,O,0,0,0,0,O,,,0,0,Importe = PARM1,,,0,1,0,1,,,,,
@,RPTU,REPARTO DE UTILIDADES 2024,P,EE,0,,15,1,0,100,N,,,O,0,0,1,0,O,0,0,1,0,O,,,0,0,Importe = PARM1,,,0,1,0,1,,RPTU,,,
