TIPO_NOM,CLV_DIP,NOM_DIP,PERC_DED,GRAV_NG,GRAV_LOC,GRAV_EST,TOPE_NG,INCIDENCIA,CLV_SALDO,SEC_CALC,TOPE_CLV,TOPE_CANT,TOPE_TIPO,VAL_PAR1_TIPO,VAL_PAR1_DESDE,VAL_PAR1_HASTA,VAL_PAR1_DEC,VAL_PAR1_DEF,VAL_PAR2_TIPO,VAL_PAR2_DESDE,VAL_PAR2_HASTA,VAL_PAR2_DEC,VAL_PAR2_DEF,VAL_PAR3_TIPO,VAL_PAR3_DESDE,VAL_PAR3_HASTA,REDONDEO_IMP,REDONDEO_DATO,FORMULA,FORMULA_PRES,FORMULA_FINI,FORMULA_AVANZADA,IMPRIMIR,APLICA_PENSION,BANDERA_FORMULA,BANDERA_NIVEL,DESC_RECIBOS,DIP_SALDOS,SUMA_RESTA_SALDOS,TRANSACCIONES
@,@SSP,CUOTA IMSS (PATRONAL),E,NI,0,0,0,0,0,817,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,"IMPORTE= DIPM(""@CFI"",""IM"")+DIPM(""@CEP"",""IM"")+DIPM(""@PEP"",""IM"")+DIPM(""@GPP"",""IM"")+DIPM(""@IVP"",""IM"")+DIPM(""@CVP"",""IM"")ûûIF REG_EMP<AN_EMP.SAL_MINIMO%> = 1 THENû    IMP.OBRERO = DIPM(""@IMS"",""IM"")û    LOCATE ""@IMS"" IN REG_MOVTO<AN_EMP_MOVTOS.CLV_DIP_D%> USING @VM SETTING POS THENû       REG_MOVTO<AN_EMP_MOVTOS.IMP_D%,POS> = 0û    ENDû     IMPORTE = IMPORTE + IMP.OBREROûEND",Importe =  @SDI / 8 * @DA1 * 2,,1,0,0,1,,,,,
@,PINC,SUELDO POR INCAPACIDAD,P,GN,1,,0,0,0,10,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,IMPORTE=PARM1*SDI@ûDATO=PARM1,,,1,1,0,1,,PINC,,,
@,GRAS,GRATIFICACION POR SEPARACION,P,FI,1,,0,1,0,120,N,,,O,0,0,1,0,O,0,0,0,0,O,,,0,0,Importe = PARM1,,,0,1,0,1,,,,,
@,GUAR,GUARDIAS,P,GN,1,,0,1,0,130,N,,,O,0,0,1,0,O,0,0,0,0,O,,,0,0,Importe = PARM1,,,0,1,0,1,,,,,
@,BPTU,BONO PTU,P,GN,1,,0,1,0,500,N,,,O,0,0,1,0,O,0,0,0,0,O,,,0,0,Importe = PARM1,,,0,1,0,1,,,,,
@,DESA,DESCUENTO ADEUDO,D,GN,0,,0,0,1,650,N,,,O,0,0,1,0,O,0,0,1,0,O,,,0,0,Importe = PARM1,,,0,1,0,1,,,,,
@,BON1,BONO POR PRODUCTIVIDAD,P,GN,0,0,0,1,0,110,N,,,R,10,30,1,0,O,0,0,0,0,O,,,0,0,ûImporte = PARM1 * SDI@,,,1,1,0,1,,,,,
@,BOTR,BONO TURNOS,P,GN,1,,0,1,0,16,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,"IF PARM1>4 THENûûSUELDOPAGO=2975.63ûSALARIO=SDI@[1,6]ûûIF SALARIO=793.50 THEN SUELDOPAGO=2975.63ûIF SALARIO=839.18 THEN SUELDOPAGO=3146.93ûIF SALARIO=832.38 THEN SUELDOPAGO=3121.43ûIF SALARIO=837.20 THEN SUELDOPAGO=3139.50ûIF SALARIO=841.19 THEN SUELDOPAGO=3154.46ûIF SALARIO=843.23 THEN SUELDOPAGO=3162.11ûIF SALARIO=845.23 THEN SUELDOPAGO=3169.62ûIF SALARIO=864.36 THEN SUELDOPAGO=3241.35ûûIMPORTE=(PARM1-4)*SUELDOPAGOûûDATO=PARM1-4ûENDûûûû",,,1,1,0,1,,BOTR,,,
@,FAON,FONDO DE AHORRO OTRAS NOMINAS EMPLEADO,D,NI,0,,0,0,0,10,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,"IMPORTE=DIPM(""FAOE"",""IM"")",,,1,1,0,1,,FAON,,,
@,SIAC,SEPARACION E INDEMNIZACION ACUMULABLE,X,NI,0,,0,1,0,799,N,,,O,0,0,1,0,O,0,0,0,0,O,,,0,0,"IF PARM1 > 0 THENû  IMPORTE = PARM1 ûEND ELSEû  IMPORTE.FINIQUITO = DIPM(""LIQU"",""IM"")+DIPM(""NOVE"",""IM"")+DIPM(""PRAN"",""IM"")û  IF IMPORTE.FINIQUITO > 0 THENû      Importe = REG_EMP<AN_EMP.SAL_MENS%> / 100û      IF IMPORTE > IMPORTE.FINIQUITO THEN IMPORTE = IMPORTE.FINIQUITOû  ENDûEND",,,1,1,0,1,,,,,
@,GYMS,DESCUENTO SPORTWORLD,D,NI,0,,0,0,0,10,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,IMPORTE=PARM1ûDATO=1,,,1,1,0,1,,GYMS,,,
NQ,BFON,AYUDA AL AHORRO,P,EX,0,,0,0,0,15,N,,,O,0,0,1,0,O,0,0,1,0,O,,,0,0,IMPORTE=PARM1,,,1,1,0,1,,BFON,,,
@,BOEX,BONO EXTRAORDINARIO,P,GN,1,,0,1,0,162,N,,,R,0,0,1,0,O,0,0,1,0,O,,,0,0,Importe = PARM1ûDato = PARM2,,,1,1,0,1,,,,,
@,CAAH,CAJA DE AHORRO,D,NI,0,,0,1,0,872,N,,,R,0,0,1,0,O,0,0,1,0,O,,,0,0,Importe = PARM1ûDato = PARM2,,,1,1,0,1,,,,,
@,AVIN,APORTACION VOLUNTARIA INFONAVIT,D,NI,0,0,0,1,0,740,N,,,O,0,0,1,0,O,0,0,1,0,O,,,0,0,Importe = PARM1ûDato = PARM2,,,0,1,0,1,,,,,
@,INCS,INCAPACIDAD ENFERMEDAD GRAL.RESTO,D,GN,1,0,0,1,0,621,N,,,R,0,0,1,0,O,0,0,1,0,O,,,0,0,"IF PARM2 NE """" AND PARM2 NE 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûûIF @USERNAME = ""MANAGER_NOM"" THEN DEBUGûû$INSERT AN_TIPOSûû*obtiene ausentismoûDIAS_AUSE= 0ûFINIPER_EXT=  FECHA(FINIPER,2,""AAAAMMDD"")ûCALL TABLAS_IMSS(""@IMS"", ZONA_ECO, FINIPER_EXT, PORCENTAJE, IMP_TOPE, IMP_TOPE_EXE, FALTAS,INCAPACIDADES, STATUS)ûFOR CONT1= 1 TO COUNT(FALTAS, @VM) + 1û DIAS_AUSE+= DIPM(FALTAS<1,CONT1>, ""DA"")ûNEXT CONT1ûFOR CONT1= 1 TO COUNT(INCAPACIDADES, @VM) + 1û DIAS_AUSE+= DIPM(INCAPACIDADES<1,CONT1>, ""DA"")ûNEXT CONT1ûûIF REG_TIPO<AN_TIPOS.PERIODICIDAD%> = ""S"" THENû DIAS_JOR= DIAS_PERû û DIAS_DISP= DIAS_JOR - DIAS_AUSEû IF DIAS_DISP <= 0 THEN DIAS_DISP= 0û IF PARM1 > DIAS_DISP THEN DIAS_DESC= DIAS_DISP ELSE DIAS_DESC= PARM1û û FACTOR= 7/6ûEND ELSEû DIAS_PAGA= DIPM(""PNOR"",""DA"") + DIPM(""@VAC"",""DA"")û DIAS_DISP= DIAS_PAGA - DIAS_AUSEû û IF DIAS_DISP <= 0 THEN DIAS_DISP= 0û IF PARM1 > DIAS_DISP THEN DIAS_DESC= DIAS_DISP ELSE DIAS_DESC= PARM1ûû FACTOR= 1ûENDûûIMPORTE= SDI@*DIAS_DESC*FACTORûDATO= DIAS_DESC",,,1,1,0,1,,,,,
@,DEDE,DEDUCCION POR DESPENSA,D,NI,0,,0,1,0,886,N,,,O,0,0,1,0,O,0,0,1,0,O,,,0,0,"IF TIPO_NOM=""VQ"" THEN RETURNûIF PARM2+0 <> 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûûIF DIPM(""VALX"",""IM"") <= 0 THEN RETURNûûIMPORTE= 0.10",,,1,1,0,1,,,,,
@,@CVO,CUOTA OBRERA CESANTIA Y VEJEZ,X,NI,0,0,0,0,0,651,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,"*IF @USERNAME = ""MANAGER_NOM"" THEN DEBUGûDECLARE FUNCTION GET_SALHIS, GET_KARDEXûûIF PARM2 NE """" AND PARM2 NE 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûûFINIPER_EXT =  FECHA(FINIPER,2,""AAAAMMDD"")ûCALL TABLAS_IMSS(CLV_DIP, ZONA_ECO, FINIPER_EXT, PORCENTAJE, IMP_TOPE, IMP_TOPE_EXE, FALTAS,INCAPACIDADES, STATUS)ûDIAS= DIAS_PER+DIPM(""DADI"",""DA"")ûSDI=SIN@ûûNUM_FALTAS= 0ûFALTAS_MES= 0ûLOCATE ""####"" IN FALTAS USING @VM SETTING POS.RESTA ELSE POS.RESTA-=1ûFOR II= 1 TO POS.RESTAû NUM_FALTAS+= DIPC(FALTAS<1,II>,""TP1"")û FALTAS_MES+= DIPA(FALTAS<1,II>,""DA"",EJ_FISCAL%:MES_BASE,EJ_FISCAL%:MES_BASE)ûNEXT IIûFECHADEALTA = REG_EMP<AN_EMP.F_INGRESO%>ûIF GET_SALHIS(NUM_EMP,FINIPER,""SDI"") <> GET_SALHIS(NUM_EMP,FTERPER,""SDI"") AND FINIPER_EXT<=FECHADEALTA THENû ARRAY_INCA= GET_KARDEX(NUM_EMP,FINIPER,FTERPER,""IN"")û ARRAY_FALT= GET_KARDEX(NUM_EMP,FINIPER,FTERPER,""FA"")û FOR FECHA_INT= FINIPER TO FTERPERû  FLAG= 1û  LOCATE FECHA_INT IN ARRAY_INCA<3> USING @VM SETTING POS1 THEN FLAG= 0û  IF FALTAS_MES < 7 THENû   LOCATE FECHA_INT IN ARRAY_FALT<3> USING @VM SETTING POS1 THEN FLAG= 0; FALTAS_MES+= 1û  ENDû  IF FLAG THENû   SDI= GET_SALHIS(NUM_EMP,FECHA_INT,""SDI"")û   IF SDI > IMP_TOPE THEN SDI= IMP_TOPEû   BASE= SDI - IMP_TOPE_EXEû   IF BASE < 0 THEN BASE= 0û   IMPORTE+= BASE * PORCENTAJEû   DATO+= 1û  ENDû NEXT FECHA_INTûEND ELSEû DIAS.IMSS= DIPC(""@IMS"",""TP1"")ûû IF DIAS.IMSS > 0 THEN DIAS= DIAS.IMSSûû LOCATE ""####"" IN INCAPACIDADES USING @VM SETTING POS.RESTA ELSE POS.RESTA-=1û FOR II= 1 TO POS.RESTAû  RESTA= DIPC(INCAPACIDADES<1,II>,""TP1"")û  DIAS= DIAS - RESTAû NEXT IIû û IF FALTAS_MES >= 7 THENû  NUM_FALTAS= 0û END ELSEû  IF FALTAS_MES + NUM_FALTAS > 7 THENû   NUM_FALTAS= 7 - FALTAS_MESû  ENDû ENDû DIAS-= NUM_FALTASû                IF DIAS<0 THEN DIAS=0ûû IF SIN@ > IMP_TOPE THEN  SDI= IMP_TOPE ELSE SDI = SIN@ûû BASE= (SDI - IMP_TOPE_EXE)û IF BASE < 0 THEN BASE= 0ûû IMPORTE= BASE * PORCENTAJE * DIASû *DATO= DIASûEND",,,1,0,0,1,,,,,
@,ENAN,ENTRADA ANTES DEL HORARIO DE TRABAJO,P,NI,0,0,0,0,0,420,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,,,,0,1,0,0,,,,,
@,DDES,DESCANSO TRABAJADO,P,EN,1,1,5,1,0,70,N,,,R,0,0,1,0,O,0,0,1,0,O,,,0,0,"IF PARM2 NE """" AND PARM2 NE 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûû$INSERT AN_TAB_TURNOû$INSERT AN_TIPOSûûTURNO= PARM4ûûIF TURNO NE """" AND TURNO NE REG_EMP<AN_EMP.TURNO%> THENû CALL IO_READ(REGT,""AN_TAB_TURNO"","""",TURNO,"""",1,STATUS)û HRS_TURNO= REGT<AN_TAB_TURNO.HRS_DIA%> / 100ûEND ELSEû HRS_TURNO= HRD@ûENDûûIF REG_TIPO<AN_TIPOS.PERIODICIDAD%> <> ""S"" THEN HRS_TURNO= 8ûûIF HRS_TURNO = 0 OR HRS_TURNO = """" THEN RETURNûûIMPORTE= PARM1 * SDI@ * 2ûDATO= PARM1",,,1,1,0,1,,,,,
@,PDOM,PRIMA DOMINICAL,P,EN,1,1,1,1,0,40,N,,,O,0,0,1,0,O,0,0,1,0,O,,,0,0,IF PARM2+0 <> 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûûIMPORTE = PARM1 * SDI@ * 0.25ûDATO= PARM1ûûTOPE.EXE = SMI@ * PARM1ûûIF IMPORTE > TOPE.EXE THENû IMP_GRAV = IMPORTE - TOPE.EXEûEND ELSEû IMP_GRAV = 0ûEND,,,1,1,0,1,,,,,
@,NOVE,INDEMINIZACION,P,FI,0,1,0,1,0,200,N,,,R,0,0,1,0,O,0,0,1,0,O,,,0,0,ûSAL=REG_EMP<AN_EMP.SAL_INT_FINI%>/100ûIF PARM2>100 THEN SAL=PARM2ûûIMPORTE= SAL*PARM1ûDATO= PARM1,,,1,1,0,1,,,,,
@,DPIF,DESCUENTO PRESTAMO  INFONAVIT,D,NI,0,0,0,0,0,686,N,,,R,0,0,1,0,O,0,0,1,0,O,,,0,0,"IF PARM2 NE """" AND PARM2 NE 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûû$INSERT TDIASû$INSERT AN_INFONAVITûûBIM_ACT= INT(MES_BASE/2+.9)ûMES_FIN= BIM_ACT*2ûDIAS= TDIAS<MES_FIN-1>+TDIAS<MES_FIN>ûû*Se calculan los dias laboradosûCALL IO_READ(REG_INFO,""AN_INFONAVIT"","""",NUM_EMP,"""",1,STATUS)ûF_INICIO_EXT= REG_INFO<AN_INFONAVIT.F_INI_CRED%>ûF_INICIO_INT= FECHA(F_INICIO_EXT,1,""AAAAMMDD"")ûûBEGIN CASEû CASE F_INICIO_INT > FTERPERû  DIAS.TRABAJADOS= 0û  RETURNû û CASE F_INICIO_INT > FINIPERû  DIAS.TRABAJADOS= FTERPER - F_INICIO_INT + 1û  FDINT= F_INICIO_INTû  û CASE F_INICIO_INT <= FINIPERû  *DIAS.TRABAJADOS= DIPM(""PNOR"",""DA"") + DIPM(""@VAC"",""DA"") + DIPM(""SDIA"",""DA"")û  DIAS.TRABAJADOS= DIAS_PERû*DIAS.TRABAJADOS= FTERPER - FFINPER + 1û  FDINT= FINIPERûEND CASEûû*10-ago-15 *rvz modif para no descontar permisos con goceûNUM_FALTAS= 0ûFQUE=FTERPERûARRAY_FALT= GET_KARDEX(NUM_EMP,FDINT,FTERPER,""FA"")ûFOR CONT1= 1 TO COUNT(ARRAY_FALT<1>, @VM)+1û IF ARRAY_FALT<1, CONT1> <> """" AND  ARRAY_FALT<1, CONT1>[1,1] <> ""G"" THEN NUM_FALTAS+= 1ûNEXT CONT1û*ûARRAY_FALT= GET_KARDEX(NUM_EMP,FDINT,FTERPER,""PS"")ûFOR CONT1= 1 TO COUNT(ARRAY_FALT<1>, @VM)+1û IF ARRAY_FALT<1, CONT1> <> """" AND  ARRAY_FALT<1, CONT1>[1,1] <> ""G"" THEN NUM_FALTAS+= 1ûNEXT CONT1û*ûûFALTAS_MES= 0ûARRAY_FALT= GET_KARDEX(NUM_EMP,EJ_FISCAL%:FMT(MES_BASE, ""R(0)#2""):""01"",FINIPER,""FA"")ûFOR CONT1= 1 TO COUNT(ARRAY_FALT<1>, @VM)+1û IF ARRAY_FALT<1, CONT1> <> """" AND  ARRAY_FALT<1, CONT1>[1,1] <> ""G"" THEN FALTAS_MES+= 1ûNEXT CONT1û*ûûIF FALTAS_MES >= 7 THENû NUM_FALTAS= 0ûEND ELSEû IF FALTAS_MES + NUM_FALTAS > 7 THENû  NUM_FALTAS= 7 - FALTAS_MESû ENDûENDûnum_faltas = 0ûDIAS.TRABAJADOS-= NUM_FALTASûûDIAS.TRABAJADOS-= GET_KARDEX(NUM_EMP,FDINT,FTERPER,""IN"")<4>û*DIAS.TRABAJADOS=15-(DIPC(""FALT"",""P1"")+DIPC(""INCE"",""P1"")+DIPC(""PSGS"",""P1""))ûDIAS.TRABAJADOS=15-(DIPC(""FALT"",""P1"")+DIPC(""PSGS"",""P1""))û**ûDIAS.TRABAJADOS= DIAS_PERû**ûûIMPORTE= PARM1* 2 / DIAS * DIAS.TRABAJADOSû                LOCATE ""SDPI"" IN REG_EMP_INCI<AN_EMP_INCI.CLV_DIP%> USING @VM SETTING POS THENû                          REG_EMP_INCI<AN_EMP_INCI.PARAM1%,POS> = IMPORTE * 100û                ENDûû*DATO= DIAS.TRABAJADOSû",,,1,1,0,1,,,,,
@,BONO,GRATIFICACION EXTRAORDINARIA,P,GN,1,1,15,1,0,65,N,,,R,0,0,1,0,O,0,0,1,0,O,,,0,0,Importe = PARM1ûDato = PARM2,,,0,1,0,1,,,,,
@,IGRA,INTEGRACION DE AGUINALDO,P,GN,0,0,0,0,0,100,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,IMPORTE = SDI@ * 15,,,1,1,0,1,,,,,
@,@BGE,BASE GRAVADA IMPUESTO ESTATAL,X,NI,0,0,0,0,0,910,N,,S,O,0,0,0,0,O,0,0,0,0,O,,,0,0,,,,0,0,0,0,,,,,
@,@CVP,CUOTA PAT CESANTIA Y VEJEZ,X,NI,0,0,0,0,0,651,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,CALL DIP_CVP(DUMMY)û,,,1,0,0,1,,,,,
@,@GRA,AGUINALDO,P,EE,1,1,30,1,0,30,N,,,O,0,0,1,0,O,0,0,1,0,O,,,0,0,"COMMON /CALCULO_VARIO/ REG.VAC, REG.GRA, ANTIG_EMPûDECLARE FUNCTION ANTIGUEDAD, FECHA, GET_KARDEXûû$INSERT AN_TAB_GRATû$INSERT AN_TIPOSû$INSERT AN_DIPSûû*IF @USERNAME = ""MANAGER_NOM"" THEN DEBUGûIF PARM1=1 THEN RETURNû*Por excepción acepta un importe en parámetro dos y ya no ejecuta fórmulaûIF PARM2 NE """" AND PARM2 NE 0 THEN IMPORTE= PARM2; DATO= PARM1; RETURNûûûû**********ûPRINCIPAL:û**********ûDIAS.GRAS=0û IF PARM1 <> 0 AND PARM1 <> """" THENû  DIAS.GRAS = PARM1û ûENDû*  ELSEû  GOSUB P.565.VE.DIASû* ENDû IF PARM2 GT 0 THENû  SALARIO = PARM2û END ELSEû  SALARIO = SDI@û ENDû YAPAGA=DIPA(""@GRA"",""IM"",""202400"",""202400"")û                DAPAGA=DIPA(""@GRA"",""DA"",""202400"",""202400"")û IMPORTE= (DIAS.GRA * SALARIO)-YAPAGAû DATO= DIAS.GRA-DAPAGAûRETURNûû**************ûP.565.VE.DIAS:û**************û IF PARM4 = ""Finiquito"" THEN FLAG_FINI= 1 ELSE FLAG_FINI= 0û û F_INGRESO_EXT= REG_EMP<AN_EMP.F_INGRESO%>û F_INGRESO_INT= FECHA(F_INGRESO_EXT,1,""AAAAMMDD"")û û F_ALTA_EXT= REG_EMP<AN_EMP.F_ALTA%>û F_ALTA_INT= FECHA(F_ALTA_EXT,1,""AAAAMMDD"")û û *û F_ALTA_EXT= F_INGRESO_EXTû F_ALTA_INT= F_INGRESO_INTû *û û F_HASTA_EXT= PARM32û IF F_HASTA_EXT = """" THENû  F_HASTA_INT= FTERPERû  F_HASTA_EXT= FECHA(F_HASTA_INT,2,""AAAAMMDD"")û END ELSEû  F_HASTA_INT= FECHA(F_HASTA_EXT,1,""AAAAMMDD"")û ENDû û F_DESDE_EXT= F_HASTA_EXT[1,4]:""0101""û IF F_ALTA_EXT > F_DESDE_EXT THENû  F_DESDE_EXT= F_ALTA_EXTû ENDû F_DESDE_INT= FECHA(F_DESDE_EXT,1,""AAAAMMDD"")û û DIAS_DER= F_HASTA_INT - F_DESDE_INT + 1û IF DIAS_DER > 365 THEN DIAS_DER= 365û û ANOS = ANTIGUEDAD(F_INGRESO_EXT,F_HASTA_INT)û ANOS1= ANOS;ANOS = INT(ANOS)û û IF ANOS = 0 THENû  DIAS_TABLA = REG.GRA<AN_TAB_GRAT.DIAS%,1>û END ELSEû  LOCATE ""##"" IN REG.GRA<AN_TAB_GRAT.LIM_INF%> USING @VM SETTING POS3 ELSE POS3=POS3-1û  FOR IND=1 TO POS3û   IF ANOS <= REG.GRA<AN_TAB_GRAT.LIM_SUP%,IND> THENû    DIAS_TABLA=REG.GRA<AN_TAB_GRAT.DIAS%,IND>û    IND = POS3û   ENDû  NEXT INDû ENDû û /*û IF FLAG_FINI = 0 THENû  NUM_FA= 0û  ARRAY_FA= GET_KARDEX(NUM_EMP,F_DESDE_EXT,F_HASTA_INT,""FA"")û  FOR CONT1= 1 TO COUNT(ARRAY_FA<1>, @VM) + 1û   IF ARRAY_FA<1,CONT1>[1,1] <> ""G"" THENû    NUM_FA+= 1û   ENDû  NEXT CONT1û  û  NUM_IN= 0û  ARRAY_IN= GET_KARDEX(NUM_EMP,F_DESDE_EXT,F_HASTA_INT,""IN"")û  FOR CONT1= 1 TO COUNT(ARRAY_IN<1>, @VM) + 1û   IF ARRAY_IN<1,CONT1> = ""EI"" OR ARRAY_IN<1,CONT1> = ""ES"" THENû    NUM_IN+= 1û   ENDû  NEXT CONT1û  û  DIAS_DER-= (NUM_FA + NUM_IN)û ENDû */û IF DIAS.GRAS>0 THEN DIAS_DER=DIAS.GRASûûFALTAS=0ûû*DIPA(""FALT"",""DA"",""202201"",""202212"")+DIPA(""INCE"",""DA"",""202201"",""202212"")+DIPA(""INCS"",""DA"",""202201"",""202212"")+DIPA(""PSGS"",""DA"",""202201"",""202212"")ûûIF DIAS.GRAS<>0 THENûDIAS.GRA= (DIAS_TABLA) *(( DIAS.GRAS)/365)ûEND ELSEû DIAS.GRA= (DIAS_TABLA) *(( DIAS_DER-FALTAS)/365)ûENDûRETURN",Importe =  @SFP * @DA1,,1,1,0,1,,,,,
@,@IME,IMPUESTO ESTATAL,D,NI,0,0,0,0,0,911,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,"Importe = DIPM(""@BGE"",""IM"")*PARM1/100",Importe =  @SDI / 8 * @DA1 * 2,,0,1,0,1,,,,,
@,@SNA,SUBSIDIO NO ACREDITABLE,X,NI,0,0,0,0,0,980,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,,Importe =  @SDI / 8 * @DA1 * 2,,0,0,0,0,,,,,
@,@ILO,IMPUESTO LOCAL,X,NI,0,0,0,0,0,1000,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,"$INSERT AN_CATALOGOSûPORC2 = 0ûRECINTO = REG_EMP<AN_EMP.RECINTO%>û*CALL IO_READ(REGR,""AN_RECINTOS"","""",RECINTO,"""",1,ST)ûLOCALIDAD = RECINTOûIF LOCALIDAD <> """" THENû  CALL IO_READ(REG_CEDO,""AN_CATALOGOS"","""",""CEDO"","""",1,ST)û  LOCATE LOCALIDAD IN REG_CEDO<2> USING @VM SETTING POS THENû    PORC = REG_CEDO<4,POS>û    PORC2 = REG_CEDO<5,POS>û    PORCENTAJE = PORC/100û  END ELSEû    PORCENTAJE = .025û  ENDû  BASE =  DIPM(""@BGL"",""IM"")û  IF PORC2 > 0  THEN û PORC2 = PORC2/100û    IMPORTE1 = 0û    Importe1 = BASE*PORCENTAJEû    IMPORTE = (IMPORTE1 * PORC2) + IMPORTE1û    DATO = BASEû  END ELSEû   Importe = BASE*PORCENTAJEû   DATO = BASEû  ENDûENDû",,,1,0,0,1,,,,,
@,@RIE,RIESGO DEL TRABAJO,E,NI,0,0,0,0,0,657,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,,Importe =  @SDI / 8 * @DA1 * 2,,0,0,0,0,,,,,
@,ASIS,PREMIO ASISTENCIA,P,GN,0,,0,1,0,109,N,,,O,500,500,0,0,O,0,0,0,0,O,,,0,0,Importe = 500,,,0,1,0,1,,,,,
@,BONA,BONO DE AUTO,P,GN,1,,0,0,0,104,N,,,O,0,0,1,0,O,0,0,0,0,O,,,0,0,Importe = PARM1,,,0,1,0,1,,,,,
@,REDE,REEMBOLSO DESC,P,GN,1,,0,1,0,151,N,,,O,0,0,1,0,O,0,0,1,0,O,,,0,0,Importe = PARM1,,,0,1,0,1,,,,,
@,DASB,ANTICIPO SALARIO BASE EUA,D,NI,0,,0,1,0,700,N,,,R,0,0,1,0,O,0,0,0,0,O,,,0,0,Importe = PARM1,,,0,1,0,1,,,,,
@,LFAE,LIQUIDACION FONDO DE AHORRO EMP,P,NI,0,,0,1,0,51,N,,,O,0,0,1,0,O,0,0,1,0,O,,,0,0,"if PARM1 > 0 THENû    IMPORTE=  PARM1ûEND ELSEû   Importe = DIPA(""FAHE"",""IM"",EJ_FISCAL%,EJ_FISCAL%)+DIPA(""FAOE"",""IM"",EJ_FISCAL%,EJ_FISCAL%)ûEND",,,1,1,0,1,,,,,
@,PNOR,SUELDO,P,GN,1,1,0,0,0,10,N,,,O,0,0,1,0,O,0,0,1,0,O,,,0,0,"*Agregar en este arreglo los DIP""s de percepción que disminuyen PNORûIF PARM2=1 AND PARM1>0 THENûIMPORTE=PARM1ûRETURNûENDûIF PARM2=1 THEN RETURNûIF PARM1>0 THENûIMPORTE=SDI@*PARM1ûDATO=PARM1ûRETURNûENDûIMPRODUCTIVOS= """"ûPUEST=REG_EMP<AN_EMP.PUESTO%>ûIF PUEST<>""0058"" THENû***************************ûIMPRODUCTIVOS<-1>= ""@VAC""ûIMPRODUCTIVOS<-1>= ""PCGS""ûIMPRODUCTIVOS<-1>= ""PCG1""ûIMPRODUCTIVOS<-1>= ""PATA""ûIMPRODUCTIVOS<-1>= ""MATA""ûIMPRODUCTIVOS<-1>= ""PPPA""ûIMPRODUCTIVOS<-1>= ""DOFF""û***************************ûENDû/*ûOPEN HR v.7. Ricardo Vivas Z?ñigaûObjetivo: Calcular Sueldo BaseûMecánica:û-Acepta DIP""s improductivos que disminuyen PNOR, como Permiso con goce de sueldo, etc.û-Se puede configurar pagar días naturales para nóminas con per. diferente a semanal. Listar en catálogo DNATû-Cálcula días considerando fecha de ingreso; solo período actualû-Si se indican días en Parm1, se asignan a DIAS_PER para las provisionesû*/ûûCALL DIP_PNOR(IMPRODUCTIVOS)",,,1,1,0,1,,,,,
@,ISRE,AJUSTE DE ISR EMPRESA,P,GN,0,,0,0,0,10,N,,,O,0,0,0,0,O,0,0,0,0,O,,,0,0,IMPORTE=PARM1,,,1,1,0,1,,ISRE,,,
